,id,ad_type,start_date,end_date,created_on,lat,lon,l1,l2,l3,l4,l5,l6,habitaciones,dormitorios,baños,sup_total,sup_cubierta,precio,moneda,price_period,título,tipo_propiedad,tipo_operac
451847,I00jxh9WfRI7eTlna26QXA==,Propiedad,2020-10-03,2020-10-03,2020-10-03,-34.56929016,-58.50022888,Argentina,Capital Federal,Villa Urquiza,,,,,,,208.0,2.0,320000.0,USD,Mensual,Ceretti  3400 - U$D 320.000 - Terreno en Venta,Lote,Venta
452161,jKneCwY0wgR+Lp2904Knwg==,Propiedad,2020-10-03,2020-10-03,2020-10-03,-34.5708847,-58.48869324,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,114.0,54.0,180000.0,USD,Mensual,Combatientes De Malvinas  3700 - U$D 180.000 - Departamento en Venta,Departamento,Venta
454116,RAJ6Qqywf3r5NhWWsUN52Q==,Propiedad,2020-10-03,2020-10-06,2020-10-03,-34.58187485,-58.4839592,Argentina,Capital Federal,Villa Urquiza,,,,4.0,,3.0,600.0,200.0,200000.0,USD,,La Pampa  5400 - U$D 200.000 - Casa en Venta,Casa,Venta
454117,aEZ2RcFL1kfPTn2Z3bMXAA==,Propiedad,2020-10-03,2020-10-06,2020-10-03,-34.56414032,-58.48018646,Argentina,Capital Federal,Villa Urquiza,,,,2.0,,2.0,190.0,190.0,249000.0,USD,,Plaza  3000 - U$D 249.000 - Casa en Venta,Casa,Venta
454839,rXOFC6KErznhf3B8WjfmNA==,Propiedad,2020-10-03,2020-10-06,2020-10-03,-34.58503342,-58.47484207,Argentina,Capital Federal,Villa Urquiza,,,,,,1.0,108.0,108.0,250000.0,USD,,Gamarra  1200 - U$D 250.000 - Galpón en Venta,Otro,Venta
454920,dEgWh/0VTzD4+CHkD4EkaA==,Propiedad,2020-10-03,2020-10-06,2020-10-03,-34.58011246,-58.46327972,Argentina,Capital Federal,Villa Urquiza,,,,,,,,,30000.0,USD,,Heredia  1100 - U$D 30.000 - Cochera en Venta,Cochera,Venta
455530,PIPzqSVnHHji8f5Q4WEaCQ==,Propiedad,2020-10-03,2020-10-06,2020-10-03,-34.56866455,-58.48799133,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,42.0,38.0,112000.0,USD,,Pacheco  3000 - U$D 112.000 - Departamento en Venta,Departamento,Venta
455531,FcEducPGqoSbbYN4h1/d0A==,Propiedad,2020-10-03,2020-10-06,2020-10-03,-34.56866455,-58.48799133,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,42.0,38.0,112000.0,USD,,Pacheco  3000 - U$D 112.000 - Departamento en Venta,Departamento,Venta
455532,Av+b6Pvxa5koW4+9LTKDCg==,Propiedad,2020-10-03,2020-10-06,2020-10-03,-34.58832169,-58.47861862,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,44.0,38.0,125000.0,USD,,Llerena  3000 - U$D 125.000 - Departamento en Venta,Departamento,Venta
455785,vAsJUBr2+jo7tcBWxH2MKQ==,Propiedad,2020-10-03,2020-10-09,2020-10-03,-34.58255005,-58.47156525,Argentina,Capital Federal,Villa Urquiza,,,,4.0,,1.0,90.0,80.0,160000.0,USD,,Av. Triunvirato   3500 - U$D 160.000 - Tipo casa PH en Venta,Casa,Venta
