FECHA,TMAX,TMIN,NOMBRE
16012023,2.7,-8.1,BASE BELGRANO II
16012023,4.5,1.2,BASE CARLINI (EX JUBANY)
16012023,5.2,0.8,BASE ESPERANZA
16012023,6.6,-0.4,BASE MARAMBIO
16012023,6.2,1,BASE ORCADAS
16012023,4.1,0.7,BASE SAN MARTIN
16012023,35.5,14.3,BENITO JUAREZ AERO
16012023,29.4,18.9,BERNARDO DE IRIGOYEN AERO
16012023,35.1,16,BOLIVAR AERO
16012023,36.5,24.9,BUENOS AIRES OBSERVATORIO
16012023,,19.5,CAMPO DE MAYO AERO
16012023,36,25.4,CATAMARCA AERO
16012023,37.2,18.6,CERES AERO
16012023,36.8,22.8,CHAMICAL AERO
16012023,28.6,4.6,CHAPELCO AERO
16012023,33,20.5,CHEPES
16012023,36.3,19.5,CIPOLLETTI
16012023,24.1,15.1,COMODORO RIVADAVIA AERO
16012023,37.5,19.9,CONCORDIA AERO
16012023,34.6,16.5,CORDOBA AERO
16012023,35.6,20.8,CORDOBA OBSERVATORIO
16012023,33.6,12,CORONEL PRINGLES AERO
16012023,33.5,13.8,CORONEL SUAREZ AERO
16012023,35.7,18.7,CORRIENTES AERO
16012023,33.4,16,DOLORES AERO
16012023,31.9,4.5,EL BOLSON AERO
16012023,23,11,EL CALAFATE AERO
16012023,37,24.3,EL PALOMAR AERO
16012023,,,EL TREBOL
16012023,34,18.4,ESCUELA DE AVIACION MILITAR AERO
16012023,27.4,,ESQUEL AERO
16012023,37.7,24.3,EZEIZA AERO
16012023,36,18.5,FORMOSA AERO
16012023,34.5,16.5,GENERAL PICO AERO
16012023,25.7,11.5,GOBERNADOR GREGORES AERO
16012023,38.5,19.8,GUALEGUAYCHU AERO
16012023,33,20.4,IGUAZU AERO
16012023,34.5,16.5,ITUZAINGO
16012023,32.5,13.5,JACHAL
16012023,34.5,19.8,JUJUY AERO
16012023,31.5,18.3,JUJUY U N
16012023,37.7,18.1,JUNIN AERO
16012023,35.8,22.4,LA PLATA AERO
16012023,20.5,6.2,LA QUIACA OBSERVATORIO
16012023,36,23.9,LA RIOJA AERO
16012023,34.3,19,LABOULAYE AERO
16012023,36,15.4,LAS FLORES
16012023,40.9,21.8,LAS LOMITAS
16012023,27.4,9.6,MALARGUE AERO
16012023,30.8,8.2,MAQUINCHAO
16012023,23.6,18.4,MAR DEL PLATA AERO
16012023,37,19.3,MARCOS JUAREZ AERO
16012023,37.8,,MARIANO MORENO AERO
16012023,30.6,19.2,MENDOZA AERO
16012023,27.8,17.5,MENDOZA OBSERVATORIO
16012023,36,22,MERCEDES AERO (CTES)
16012023,,23.2,MERLO AERO
16012023,33.6,18.5,METAN
16012023,,21.6,MONTE CASEROS AERO
16012023,37.4,24.9,MORON AERO
16012023,35.2,20.1,NEUQUEN AERO
16012023,36.1,18.3,NUEVE DE JULIO
16012023,35,20,OBERA
16012023,33.9,16.6,OLAVARRIA AERO
16012023,38.9,23.8,ORAN AERO
16012023,37,19.5,PARANA AERO
16012023,29.4,11.5,PASO DE INDIOS
16012023,37.4,21.8,PASO DE LOS LIBRES AERO
16012023,35.2,16.6,PEHUAJO AERO
16012023,,8.6,PERITO MORENO AERO
16012023,32.5,12.5,PIGUE AERO
16012023,35.7,19.4,PILAR OBSERVATORIO
16012023,34.2,22,POSADAS AERO
16012023,34.9,15,PRESIDENCIA ROQUE SAENZ PEÑA AERO
16012023,22.8,10.6,PUERTO DESEADO AERO
16012023,29.9,12.8,PUERTO MADRYN AERO
16012023,34,20.5,PUNTA INDIO B.A.
16012023,38.1,20.5,RAFAELA AERO
16012023,37.6,19.2,RECONQUISTA AERO
16012023,36.3,17.5,RESISTENCIA AERO
16012023,36.8,15.2,RIO COLORADO
16012023,33,16.8,RIO CUARTO AERO
16012023,20.2,12.3,RIO GALLEGOS AERO
16012023,15.5,9.8,RIO GRANDE B.A.
16012023,41.5,21.5,RIVADAVIA
16012023,38.3,19.6,ROSARIO AERO
16012023,30,17,SALTA AERO
16012023,37.2,18.4,SAN ANTONIO OESTE AERO
16012023,36.5,20.6,SAN FERNANDO AERO
16012023,37.5,20,SAN JUAN AERO
16012023,22.5,14.1,SAN JULIAN AERO
16012023,33.5,19.3,SAN LUIS AERO
16012023,34.8,19.6,SAN MARTIN (MZA)
16012023,34,15.6,SAN RAFAEL AERO
16012023,21.2,13.1,SANTA CRUZ AERO
16012023,35.4,15.4,SANTA ROSA AERO
16012023,32.8,16.1,SANTA ROSA DE CONLARA AERO
16012023,38.2,23.2,SANTIAGO DEL ESTERO AERO
16012023,37.3,18.2,SAUCE VIEJO AERO
16012023,38,20.2,SUNCHALES AERO
16012023,34,15,TANDIL AERO
16012023,36.8,22.3,TARTAGAL AERO
16012023,37,23.5,TERMAS DE RIO HONDO AERO
16012023,33.5,20.5,TINOGASTA
16012023,30,12.3,TRELEW AERO
16012023,35.2,16.6,TRENQUE LAUQUEN
16012023,32.9,11.9,TRES ARROYOS
16012023,35.2,18.6,TUCUMAN AERO
16012023,15,6.7,USHUAIA AERO
16012023,26.7,12.3,USPALLATA
16012023,36.1,19.8,VENADO TUERTO AERO
16012023,34.8,16.6,VICTORICA
16012023,,13.8,VIEDMA AERO
16012023,,17.1,VILLA DE MARIA DEL RIO SECO
16012023,33.9,17.2,VILLA DOLORES AERO
16012023,28.4,19,VILLA GESELL AERO
16012023,33.5,18.9,VILLA REYNOLDS AERO
15012023,33.1,23.5,AEROPARQUE AERO
15012023,34.5,11.5,AZUL AERO
15012023,26,17.6,BAHIA BLANCA AERO
15012023,25,2.8,BARILOCHE AERO
15012023,1,-6.1,BASE BELGRANO II
15012023,4.5,2.8,BASE CARLINI (EX JUBANY)
15012023,6.6,1.4,BASE ESPERANZA
15012023,8.7,0.4,BASE MARAMBIO
15012023,5.1,1.3,BASE ORCADAS
15012023,5.5,-1,BASE SAN MARTIN
15012023,31.2,15.2,BENITO JUAREZ AERO
15012023,25.9,17.8,BERNARDO DE IRIGOYEN AERO
15012023,34.6,15.4,BOLIVAR AERO
15012023,34.9,20.4,BUENOS AIRES OBSERVATORIO
15012023,,12.2,CAMPO DE MAYO AERO
15012023,35.4,21.8,CATAMARCA AERO
15012023,36.5,17.2,CERES AERO
15012023,36,21,CHAMICAL AERO
15012023,26.6,3,CHAPELCO AERO
15012023,34,21.5,CHEPES
15012023,31.3,15.3,CIPOLLETTI
15012023,25.8,10.1,COMODORO RIVADAVIA AERO
15012023,35.4,15.1,CONCORDIA AERO
15012023,33.6,14.3,CORDOBA AERO
15012023,34.1,18.5,CORDOBA OBSERVATORIO
15012023,28.6,,CORONEL PRINGLES AERO
15012023,28.6,18.1,CORONEL SUAREZ AERO
15012023,33.5,17,CORRIENTES AERO
15012023,34.2,15.9,DOLORES AERO
15012023,28.5,4.2,EL BOLSON AERO
15012023,18.4,11,EL CALAFATE AERO
15012023,35.5,12.8,EL PALOMAR AERO
15012023,,,EL TREBOL
15012023,32.9,16,ESCUELA DE AVIACION MILITAR AERO
15012023,24.8,,ESQUEL AERO
15012023,36.1,15.1,EZEIZA AERO
15012023,33.7,16.9,FORMOSA AERO
15012023,29,20,GENERAL PICO AERO
15012023,25.8,11.5,GOBERNADOR GREGORES AERO
15012023,37.2,16.5,GUALEGUAYCHU AERO
15012023,28.2,20.6,IGUAZU AERO
15012023,34,17.5,ITUZAINGO
15012023,32,15,JACHAL
15012023,33.2,15.8,JUJUY AERO
15012023,31.2,13.5,JUJUY U N
15012023,37.8,15,JUNIN AERO
15012023,35.1,19.1,LA PLATA AERO
15012023,21.6,4.8,LA QUIACA OBSERVATORIO
15012023,37.5,20.9,LA RIOJA AERO
15012023,35.6,15.8,LABOULAYE AERO
15012023,36,14,LAS FLORES
15012023,37.2,18.4,LAS LOMITAS
15012023,26,12.2,MALARGUE AERO
15012023,28,6,MAQUINCHAO
15012023,31.9,12.2,MAR DEL PLATA AERO
15012023,37.5,13.8,MARCOS JUAREZ AERO
15012023,36.5,,MARIANO MORENO AERO
15012023,31.4,20.9,MENDOZA AERO
15012023,29.8,19.2,MENDOZA OBSERVATORIO
15012023,35.2,18.5,MERCEDES AERO (CTES)
15012023,,15,MERLO AERO
15012023,33,16.5,METAN
15012023,,19.8,MONTE CASEROS AERO
15012023,36,19.3,MORON AERO
15012023,31.7,13.4,NEUQUEN AERO
15012023,36.6,17.7,NUEVE DE JULIO
15012023,30,,OBERA
15012023,33.5,14.5,OLAVARRIA AERO
15012023,38.4,17.7,ORAN AERO
15012023,36.5,18.8,PARANA AERO
15012023,27.2,10.1,PASO DE INDIOS
15012023,35.2,17,PASO DE LOS LIBRES AERO
15012023,33.9,15.3,PEHUAJO AERO
15012023,,8.5,PERITO MORENO AERO
15012023,28,17.1,PIGUE AERO
15012023,34.2,16.9,PILAR OBSERVATORIO
15012023,33.2,21.3,POSADAS AERO
15012023,33.3,15,PRESIDENCIA ROQUE SAENZ PEÑA AERO
15012023,26,9.8,PUERTO DESEADO AERO
15012023,23.2,10,PUERTO MADRYN AERO
15012023,33.8,18,PUNTA INDIO B.A.
15012023,36,17.5,RAFAELA AERO
15012023,35.5,19.1,RECONQUISTA AERO
15012023,34.2,16.9,RESISTENCIA AERO
15012023,31.2,14.8,RIO COLORADO
15012023,31.6,17.4,RIO CUARTO AERO
15012023,23.6,7.4,RIO GALLEGOS AERO
15012023,18.4,9.6,RIO GRANDE B.A.
15012023,38,20,RIVADAVIA
15012023,36.7,16.1,ROSARIO AERO
15012023,29.7,12.8,SALTA AERO
15012023,25.6,16.2,SAN ANTONIO OESTE AERO
15012023,34.9,17.3,SAN FERNANDO AERO
15012023,35,23,SAN JUAN AERO
15012023,24,9.5,SAN JULIAN AERO
15012023,32,20,SAN LUIS AERO
15012023,32.7,20.2,SAN MARTIN (MZA)
15012023,28.7,16.1,SAN RAFAEL AERO
15012023,26.6,7.5,SANTA CRUZ AERO
15012023,31.7,17.8,SANTA ROSA AERO
15012023,32.2,15,SANTA ROSA DE CONLARA AERO
15012023,36.4,20.7,SANTIAGO DEL ESTERO AERO
15012023,37.1,19.7,SAUCE VIEJO AERO
15012023,36.6,16.8,SUNCHALES AERO
15012023,33.5,12,TANDIL AERO
15012023,35.2,18.8,TARTAGAL AERO
15012023,35.2,21,TERMAS DE RIO HONDO AERO
15012023,34,16.5,TINOGASTA
15012023,27.6,8.7,TRELEW AERO
15012023,31.5,19.6,TRENQUE LAUQUEN
15012023,29.9,19.1,TRES ARROYOS
15012023,32.7,18.4,TUCUMAN AERO
15012023,16.5,9,USHUAIA AERO
15012023,25,14.1,USPALLATA
15012023,36.5,15.2,VENADO TUERTO AERO
15012023,31.6,18.7,VICTORICA
15012023,,14.5,VIEDMA AERO
15012023,35,22.4,VILLA DE MARIA DEL RIO SECO
15012023,32.5,17,VILLA DOLORES AERO
15012023,33.8,15.5,VILLA GESELL AERO
15012023,32,16.2,VILLA REYNOLDS AERO
14012023,31,20.3,AEROPARQUE AERO
14012023,32.6,8.4,AZUL AERO
14012023,37,14.4,BAHIA BLANCA AERO
14012023,20.7,9.8,BARILOCHE AERO
14012023,4.1,-5.1,BASE BELGRANO II
14012023,5,1.2,BASE CARLINI (EX JUBANY)
14012023,7.1,0.3,BASE ESPERANZA
14012023,5.6,-2.2,BASE MARAMBIO
14012023,4.7,1.5,BASE ORCADAS
14012023,5.4,-0.8,BASE SAN MARTIN
14012023,34,12,BENITO JUAREZ AERO
14012023,26.5,17,BERNARDO DE IRIGOYEN AERO
14012023,32.5,13.3,BOLIVAR AERO
14012023,32.2,20.7,BUENOS AIRES OBSERVATORIO
14012023,,15.5,CAMPO DE MAYO AERO
14012023,34.3,17.9,CATAMARCA AERO
14012023,34.5,15.6,CERES AERO
14012023,35.5,16.5,CHAMICAL AERO
14012023,23.6,10,CHAPELCO AERO
14012023,34,19,CHEPES
14012023,31.6,20.7,CIPOLLETTI
14012023,23.5,14.1,COMODORO RIVADAVIA AERO
14012023,32.8,15.4,CONCORDIA AERO
14012023,32.6,12.6,CORDOBA AERO
14012023,34.5,15.8,CORDOBA OBSERVATORIO
14012023,34.1,9.5,CORONEL PRINGLES AERO
14012023,32.8,11.8,CORONEL SUAREZ AERO
14012023,31,16.1,CORRIENTES AERO
14012023,32.2,10.8,DOLORES AERO
14012023,25,6.7,EL BOLSON AERO
14012023,16.9,7,EL CALAFATE AERO
14012023,33,13,EL PALOMAR AERO
14012023,32.9,13,ESCUELA DE AVIACION MILITAR AERO
14012023,20.5,,ESQUEL AERO
14012023,34.1,13.8,EZEIZA AERO
14012023,30.7,16.8,FORMOSA AERO
14012023,34.8,16.5,GENERAL PICO AERO
14012023,22.8,8,GOBERNADOR GREGORES AERO
14012023,34.4,13.6,GUALEGUAYCHU AERO
14012023,28.5,19.7,IGUAZU AERO
14012023,32,15.5,ITUZAINGO
14012023,34.5,11,JACHAL
14012023,30.5,13.3,JUJUY AERO
14012023,28.5,11.3,JUJUY U N
14012023,34.3,11.4,JUNIN AERO
14012023,31.4,14.8,LA PLATA AERO
14012023,20.5,3.3,LA QUIACA OBSERVATORIO
14012023,36.3,17.3,LA RIOJA AERO
14012023,33.2,13.9,LABOULAYE AERO
14012023,33.5,12,LAS FLORES
14012023,33.5,18.8,LAS LOMITAS
14012023,30.3,11.2,MALARGUE AERO
14012023,27.3,10.6,MAQUINCHAO
14012023,22.9,8.2,MAR DEL PLATA AERO
14012023,33.7,12.5,MARCOS JUAREZ AERO
14012023,33.5,,MARIANO MORENO AERO
14012023,35.4,18.4,MENDOZA AERO
14012023,33.6,16.5,MENDOZA OBSERVATORIO
14012023,32,17,MERCEDES AERO (CTES)
14012023,,15,MERLO AERO
14012023,31.5,14.8,METAN
14012023,,16.3,MONTE CASEROS AERO
14012023,32.8,17.4,MORON AERO
14012023,31,18,NEUQUEN AERO
14012023,34.7,14.8,NUEVE DE JULIO
14012023,30,18,OBERA
14012023,32.6,11.1,OLAVARRIA AERO
14012023,34.2,17.3,ORAN AERO
14012023,34.2,17,PARANA AERO
14012023,22.9,11,PASO DE INDIOS
14012023,32.6,14.6,PASO DE LOS LIBRES AERO
14012023,34.1,14.8,PEHUAJO AERO
14012023,,9,PERITO MORENO AERO
14012023,33.2,12.3,PIGUE AERO
14012023,34.4,16.4,PILAR OBSERVATORIO
14012023,29,18.7,POSADAS AERO
14012023,31.3,15.1,PRESIDENCIA ROQUE SAENZ PEÑA AERO
14012023,23.4,12.4,PUERTO DESEADO AERO
14012023,25.8,15.2,PUERTO MADRYN AERO
14012023,31.8,15,PUNTA INDIO B.A.
14012023,34,14.5,RAFAELA AERO
14012023,33.3,17.8,RECONQUISTA AERO
14012023,32.5,15.3,RESISTENCIA AERO
14012023,38.6,16.4,RIO COLORADO
14012023,32,16.8,RIO CUARTO AERO
14012023,19.8,7,RIO GALLEGOS AERO
14012023,14.2,4.4,RIO GRANDE B.A.
14012023,35,19,RIVADAVIA
14012023,34.1,13.5,ROSARIO AERO
14012023,27.9,11.5,SALTA AERO
14012023,29,15.8,SAN ANTONIO OESTE AERO
14012023,31.6,15.5,SAN FERNANDO AERO
14012023,37.1,16,SAN JUAN AERO
14012023,22.9,10.3,SAN JULIAN AERO
14012023,34.1,20.8,SAN LUIS AERO
14012023,36.5,17.2,SAN MARTIN (MZA)
14012023,35.9,17.1,SAN RAFAEL AERO
14012023,23,6.5,SANTA CRUZ AERO
14012023,37.5,17.6,SANTA ROSA AERO
14012023,31.2,11.7,SANTA ROSA DE CONLARA AERO
14012023,35.2,15,SANTIAGO DEL ESTERO AERO
14012023,34.3,12.1,SAUCE VIEJO AERO
14012023,36,14.4,SUNCHALES AERO
14012023,32.5,7.6,TANDIL AERO
14012023,36,17.4,TARTAGAL AERO
14012023,34,15.5,TERMAS DE RIO HONDO AERO
14012023,34.5,14,TINOGASTA
14012023,26.1,15.2,TRELEW AERO
14012023,34.1,16.5,TRENQUE LAUQUEN
14012023,35.1,11.6,TRES ARROYOS
14012023,33,16.9,TUCUMAN AERO
14012023,13,4,USHUAIA AERO
14012023,29.5,14.3,USPALLATA
14012023,32.5,13.2,VENADO TUERTO AERO
14012023,38.5,18,VICTORICA
14012023,,14.8,VIEDMA AERO
14012023,34.5,11.9,VILLA DE MARIA DEL RIO SECO
14012023,32.2,15,VILLA DOLORES AERO
14012023,24.7,9.5,VILLA GESELL AERO
14012023,34.3,12.4,VILLA REYNOLDS AERO
13012023,30.8,21.5,AEROPARQUE AERO
13012023,27.6,10.8,AZUL AERO
13012023,30.9,12.6,BAHIA BLANCA AERO
13012023,26.6,3.5,BARILOCHE AERO
13012023,0.6,-6.1,BASE BELGRANO II
13012023,4.2,1.5,BASE CARLINI (EX JUBANY)
13012023,6.6,0.3,BASE ESPERANZA
13012023,9.5,-1.7,BASE MARAMBIO
13012023,4.1,0.1,BASE ORCADAS
13012023,2.1,-0.6,BASE SAN MARTIN
13012023,26.6,9.5,BENITO JUAREZ AERO
13012023,25.5,17.7,BERNARDO DE IRIGOYEN AERO
13012023,28.6,11,BOLIVAR AERO
13012023,31.6,18.6,BUENOS AIRES OBSERVATORIO
13012023,,16.3,CAMPO DE MAYO AERO
13012023,30,15.9,CATAMARCA AERO
13012023,31,18.6,CERES AERO
13012023,32,15.6,CHAMICAL AERO
13012023,29,5.6,CHAPELCO AERO
13012023,30.5,15.5,CHEPES
13012023,34.2,15,CIPOLLETTI
13012023,29.1,14.9,COMODORO RIVADAVIA AERO
13012023,29,21.4,CONCORDIA AERO
13012023,29.2,12.7,CORDOBA AERO
13012023,30.6,13.7,CORDOBA OBSERVATORIO
13012023,28.4,10.9,CORONEL PRINGLES AERO
13012023,28,10.7,CORONEL SUAREZ AERO
13012023,26.3,19.7,CORRIENTES AERO
13012023,27,13.4,DOLORES AERO
13012023,29,5,EL BOLSON AERO
13012023,20.9,14,EL CALAFATE AERO
13012023,30.5,14.4,EL PALOMAR AERO
13012023,,13.5,EL TREBOL
13012023,28.9,13.7,ESCUELA DE AVIACION MILITAR AERO
13012023,25,,ESQUEL AERO
13012023,31.1,15.5,EZEIZA AERO
13012023,25.1,19,FORMOSA AERO
13012023,29.5,13.8,GENERAL PICO AERO
13012023,22.2,10,GOBERNADOR GREGORES AERO
13012023,31,16,GUALEGUAYCHU AERO
13012023,28.4,20.7,IGUAZU AERO
13012023,24,19,ITUZAINGO
13012023,29,12,JACHAL
13012023,30.4,14.1,JUJUY AERO
13012023,27,13.3,JUJUY U N
13012023,31.1,13.5,JUNIN AERO
13012023,30.7,17,LA PLATA AERO
13012023,22.6,7,LA QUIACA OBSERVATORIO
13012023,31.8,17.4,LA RIOJA AERO
13012023,29.9,15.6,LABOULAYE AERO
13012023,28.5,12,LAS FLORES
13012023,33.8,20.6,LAS LOMITAS
13012023,27.8,8.5,MALARGUE AERO
13012023,32,6,MAQUINCHAO
13012023,23,11.2,MAR DEL PLATA AERO
13012023,30,14,MARCOS JUAREZ AERO
13012023,31,,MARIANO MORENO AERO
13012023,30.5,14.8,MENDOZA AERO
13012023,29,13.2,MENDOZA OBSERVATORIO
13012023,27,20.5,MERCEDES AERO (CTES)
13012023,,17.5,MERLO AERO
13012023,25.5,14.8,METAN
13012023,,21.9,MONTE CASEROS AERO
13012023,30.7,17.9,MORON AERO
13012023,32.8,12.9,NEUQUEN AERO
13012023,31.2,15,NUEVE DE JULIO
13012023,25,20,OBERA
13012023,27.6,10.5,OLAVARRIA AERO
13012023,34.6,19.5,ORAN AERO
13012023,33,17.6,PARANA AERO
13012023,29,10.1,PASO DE INDIOS
13012023,25.6,21.5,PASO DE LOS LIBRES AERO
13012023,28.7,12.4,PEHUAJO AERO
13012023,,10,PERITO MORENO AERO
13012023,28,10.5,PIGUE AERO
13012023,29.8,13.6,PILAR OBSERVATORIO
13012023,27.2,19.6,POSADAS AERO
13012023,27.8,19,PRESIDENCIA ROQUE SAENZ PEÑA AERO
13012023,31,12.8,PUERTO DESEADO AERO
13012023,26.8,9.4,PUERTO MADRYN AERO
13012023,28.5,18,PUNTA INDIO B.A.
13012023,32,16.5,RAFAELA AERO
13012023,28.5,19.2,RECONQUISTA AERO
13012023,26.7,19.1,RESISTENCIA AERO
13012023,33.2,11.6,RIO COLORADO
13012023,28.9,13.2,RIO CUARTO AERO
13012023,25,14.1,RIO GALLEGOS AERO
13012023,21.4,9,RIO GRANDE B.A.
13012023,36,18,RIVADAVIA
13012023,32,12.7,ROSARIO AERO
13012023,26.6,13.3,SALTA AERO
13012023,32.2,8.6,SAN ANTONIO OESTE AERO
13012023,32.4,17,SAN FERNANDO AERO
13012023,34,16,SAN JUAN AERO
13012023,26.8,15.1,SAN JULIAN AERO
13012023,30.7,14,SAN LUIS AERO
13012023,31.6,14.8,SAN MARTIN (MZA)
13012023,32.5,11.6,SAN RAFAEL AERO
13012023,25.8,15.9,SANTA CRUZ AERO
13012023,31.1,13.5,SANTA ROSA AERO
13012023,28.8,11.5,SANTA ROSA DE CONLARA AERO
13012023,31.2,18.1,SANTIAGO DEL ESTERO AERO
13012023,32.7,17,SAUCE VIEJO AERO
13012023,33,16.7,SUNCHALES AERO
13012023,26.1,9.4,TANDIL AERO
13012023,30,17.5,TARTAGAL AERO
13012023,32.2,17.9,TERMAS DE RIO HONDO AERO
13012023,29,16.5,TINOGASTA
13012023,32,10.3,TRELEW AERO
13012023,29.6,14,TRENQUE LAUQUEN
13012023,27,12.1,TRES ARROYOS
13012023,29.3,16,TUCUMAN AERO
13012023,14.5,8.6,USHUAIA AERO
13012023,25.4,12.3,USPALLATA
13012023,30,14.2,VENADO TUERTO AERO
13012023,33.3,12,VICTORICA
13012023,,11.3,VIEDMA AERO
13012023,30.4,15.3,VILLA DE MARIA DEL RIO SECO
13012023,28.8,13.5,VILLA DOLORES AERO
13012023,24.6,14,VILLA GESELL AERO
13012023,32.5,11.6,VILLA REYNOLDS AERO
12012023,30.6,18.2,AEROPARQUE AERO
12012023,28,11.8,AZUL AERO
12012023,27,14.4,BAHIA BLANCA AERO
12012023,23,1.4,BARILOCHE AERO
12012023,-0.4,-8.6,BASE BELGRANO II
12012023,4.1,,BASE CARLINI (EX JUBANY)
12012023,9.5,0.2,BASE ESPERANZA
12012023,8.1,-0.1,BASE MARAMBIO
12012023,6.9,1,BASE ORCADAS
12012023,4.9,-0.3,BASE SAN MARTIN
12012023,27.6,13.7,BENITO JUAREZ AERO
12012023,30.5,19,BERNARDO DE IRIGOYEN AERO
12012023,30.3,13,BOLIVAR AERO
12012023,30.1,18,BUENOS AIRES OBSERVATORIO
12012023,,14.5,CAMPO DE MAYO AERO
12012023,33,19.4,CATAMARCA AERO
12012023,29.2,18.9,CERES AERO
12012023,30,20,CHAMICAL AERO
12012023,26,6,CHAPELCO AERO
12012023,28.4,17,CHEPES
12012023,29.5,13.7,CIPOLLETTI
12012023,21.7,13.2,COMODORO RIVADAVIA AERO
12012023,34.5,19,CONCORDIA AERO
12012023,22,15.2,CORDOBA AERO
12012023,25.8,16.5,CORDOBA OBSERVATORIO
12012023,27,11.5,CORONEL PRINGLES AERO
12012023,26.5,11.8,CORONEL SUAREZ AERO
12012023,38.1,21,CORRIENTES AERO
12012023,28,15.9,DOLORES AERO
12012023,26.2,3.8,EL BOLSON AERO
12012023,22.1,6.5,EL CALAFATE AERO
12012023,30,16.1,EL PALOMAR AERO
12012023,,16.5,EL TREBOL
12012023,23.9,16,ESCUELA DE AVIACION MILITAR AERO
12012023,21.2,,ESQUEL AERO
12012023,29.8,15.8,EZEIZA AERO
12012023,38.3,23.7,FORMOSA AERO
12012023,30.1,15.2,GENERAL PICO AERO
12012023,26.2,7.5,GOBERNADOR GREGORES AERO
12012023,31.5,15.1,GUALEGUAYCHU AERO
12012023,33,21,IGUAZU AERO
12012023,37.5,22,ITUZAINGO
12012023,29.5,19,JACHAL
12012023,35.6,19.5,JUJUY AERO
12012023,33.4,17.6,JUJUY U N
12012023,27,17,JUNIN AERO
12012023,29.4,16.2,LA PLATA AERO
12012023,23.2,6.6,LA QUIACA OBSERVATORIO
12012023,31.4,19.2,LA RIOJA AERO
12012023,27.5,17.2,LABOULAYE AERO
12012023,28,13,LAS FLORES
12012023,40.9,24.4,LAS LOMITAS
12012023,25.6,9.4,MALARGUE AERO
12012023,24,5,MAQUINCHAO
12012023,24.5,11.8,MAR DEL PLATA AERO
12012023,23.6,16.7,MARCOS JUAREZ AERO
12012023,30.2,,MARIANO MORENO AERO
12012023,28.7,16.4,MENDOZA AERO
12012023,27.2,16.4,MENDOZA OBSERVATORIO
12012023,34,21.4,MERCEDES AERO (CTES)
12012023,,17.2,MERLO AERO
12012023,39.5,19,METAN
12012023,,22,MONTE CASEROS AERO
12012023,30,16.7,MORON AERO
12012023,29.4,11.2,NEUQUEN AERO
12012023,29.5,16.4,NUEVE DE JULIO
12012023,33,20,OBERA
12012023,27.7,12.1,OLAVARRIA AERO
12012023,39.6,21.8,ORAN AERO
12012023,28.7,17.6,PARANA AERO
12012023,22.5,8.9,PASO DE INDIOS
12012023,34.9,22.5,PASO DE LOS LIBRES AERO
12012023,30.3,13.3,PEHUAJO AERO
12012023,,8.5,PERITO MORENO AERO
12012023,26,11.8,PIGUE AERO
12012023,25.9,16.9,PILAR OBSERVATORIO
12012023,36.4,24.5,POSADAS AERO
12012023,39.7,23,PRESIDENCIA ROQUE SAENZ PEÑA AERO
12012023,18,7.3,PUERTO DESEADO AERO
12012023,22.2,12.4,PUERTO MADRYN AERO
12012023,27,16,PUNTA INDIO B.A.
12012023,28,16,RAFAELA AERO
12012023,34.4,21,RECONQUISTA AERO
12012023,39.5,20.9,RESISTENCIA AERO
12012023,27.8,12.4,RIO COLORADO
12012023,24.6,15.6,RIO CUARTO AERO
12012023,24.4,5.4,RIO GALLEGOS AERO
12012023,20.6,5.2,RIO GRANDE B.A.
12012023,42.5,24,RIVADAVIA
12012023,26.9,16.6,ROSARIO AERO
12012023,32.5,17.2,SALTA AERO
12012023,24.8,10.2,SAN ANTONIO OESTE AERO
12012023,30.1,18.6,SAN FERNANDO AERO
12012023,31,20.5,SAN JUAN AERO
12012023,24.6,7.7,SAN JULIAN AERO
12012023,26.5,17.4,SAN LUIS AERO
12012023,29.5,16.9,SAN MARTIN (MZA)
12012023,29.5,14.7,SAN RAFAEL AERO
12012023,26,5.5,SANTA CRUZ AERO
12012023,29.4,11.9,SANTA ROSA AERO
12012023,24.6,16,SANTA ROSA DE CONLARA AERO
12012023,35.2,21.2,SANTIAGO DEL ESTERO AERO
12012023,28.5,17.7,SAUCE VIEJO AERO
12012023,29,16.1,SUNCHALES AERO
12012023,27,11,TANDIL AERO
12012023,36.2,19,TARTAGAL AERO
12012023,35.5,22,TERMAS DE RIO HONDO AERO
12012023,34.5,20.5,TINOGASTA
12012023,24,12.9,TRELEW AERO
12012023,31,15.6,TRENQUE LAUQUEN
12012023,26.7,13.5,TRES ARROYOS
12012023,33.9,20.4,TUCUMAN AERO
12012023,18.8,6.3,USHUAIA AERO
12012023,24.5,15.3,USPALLATA
12012023,27,17.4,VENADO TUERTO AERO
12012023,30.5,12,VICTORICA
12012023,,11.4,VIEDMA AERO
12012023,23.5,17.1,VILLA DE MARIA DEL RIO SECO
12012023,28.4,16.2,VILLA DOLORES AERO
12012023,23.6,13,VILLA GESELL AERO
12012023,25.6,15.5,VILLA REYNOLDS AERO
11012023,28.6,23.4,AEROPARQUE AERO
11012023,26.9,18.9,AZUL AERO
11012023,28.5,18.8,BAHIA BLANCA AERO
11012023,19.2,-0.9,BARILOCHE AERO
11012023,1.1,-7.1,BASE BELGRANO II
11012023,3.3,,BASE CARLINI (EX JUBANY)
11012023,11,1.8,BASE ESPERANZA
11012023,8.2,0.3,BASE MARAMBIO
11012023,3.1,0.8,BASE ORCADAS
11012023,3.3,-1.2,BASE SAN MARTIN
